date,time,year,month,day,hour,minute,weekday,is_weekend,temp_c,ac,fan,light,tv,fridge
2024-03-29,22:08,2024,3,29,22,8,4,0,21.3,0,1,1,1,0
2024-03-29,23:42,2024,3,29,23,42,4,0,19.3,0,0,1,0,1
2024-03-30,00:20,2024,3,30,0,20,5,1,18.8,0,0,0,0,1
2024-03-30,00:51,2024,3,30,0,51,5,1,19.2,0,0,1,1,1
2024-03-30,01:40,2024,3,30,1,40,5,1,20.1,0,0,1,0,0
2024-03-30,01:51,2024,3,30,1,51,5,1,18.0,0,0,1,0,0
2024-03-30,05:39,2024,3,30,5,39,5,1,21.6,0,0,1,0,1
2024-03-30,07:02,2024,3,30,7,2,5,1,21.0,0,0,0,0,1
2024-03-30,07:50,2024,3,30,7,50,5,1,20.5,0,0,0,0,0
2024-03-30,08:21,2024,3,30,8,21,5,1,20.7,0,0,0,0,1
2024-03-30,09:27,2024,3,30,9,27,5,1,22.1,0,1,0,0,1
2024-03-30,10:53,2024,3,30,10,53,5,1,21.2,0,1,0,0,1
2024-03-30,10:54,2024,3,30,10,54,5,1,24.0,0,1,0,0,1
2024-03-30,16:00,2024,3,30,16,0,5,1,22.3,0,1,0,1,0
2024-03-30,16:27,2024,3,30,16,27,5,1,22.4,0,1,0,1,1
2024-03-30,16:42,2024,3,30,16,42,5,1,20.3,0,1,0,1,1
2024-03-30,18:08,2024,3,30,18,8,5,1,23.7,0,1,1,1,0
2024-03-30,18:55,2024,3,30,18,55,5,1,20.5,0,1,1,1,1
2024-03-30,22:04,2024,3,30,22,4,5,1,19.4,0,0,1,1,1
2024-03-30,22:28,2024,3,30,22,28,5,1,20.8,0,1,1,1,0
2024-03-31,00:35,2024,3,31,0,35,6,1,22.7,0,0,1,1,1
2024-03-31,04:06,2024,3,31,4,6,6,1,19.2,0,0,1,0,1
2024-03-31,06:55,2024,3,31,6,55,6,1,21.0,0,0,1,0,1
2024-03-31,08:21,2024,3,31,8,21,6,1,19.4,0,0,0,0,1
2024-03-31,09:11,2024,3,31,9,11,6,1,19.5,0,0,0,0,1
2024-03-31,10:46,2024,3,31,10,46,6,1,18.3,0,0,0,0,1
2024-03-31,11:12,2024,3,31,11,12,6,1,23.5,0,1,0,0,1
2024-03-31,12:11,2024,3,31,12,11,6,1,19.5,0,0,0,0,0
2024-03-31,12:57,2024,3,31,12,57,6,1,22.8,0,1,0,0,1
2024-03-31,13:36,2024,3,31,13,36,6,1,22.1,0,1,0,1,1
2024-03-31,15:59,2024,3,31,15,59,6,1,19.8,0,0,0,1,0
2024-03-31,17:04,2024,3,31,17,4,6,1,20.8,0,1,0,1,1
2024-03-31,18:48,2024,3,31,18,48,6,1,21.8,0,1,1,1,1
2024-03-31,19:34,2024,3,31,19,34,6,1,21.6,0,1,1,1,1
2024-03-31,21:38,2024,3,31,21,38,6,1,20.9,0,1,1,1,1
2024-04-01,01:06,2024,4,1,1,6,0,0,30.7,0,0,1,0,1
2024-04-01,02:18,2024,4,1,2,18,0,0,26.6,0,0,1,0,1
2024-04-01,06:30,2024,4,1,6,30,0,0,27.2,0,0,1,0,1
2024-04-01,10:26,2024,4,1,10,26,0,0,27.5,0,1,0,0,1
2024-04-01,17:53,2024,4,1,17,53,0,0,28.1,0,1,1,0,1
2024-04-01,18:26,2024,4,1,18,26,0,0,30.0,0,1,1,0,0
2024-04-01,20:00,2024,4,1,20,0,0,0,26.3,0,1,1,1,1
2024-04-01,20:17,2024,4,1,20,17,0,0,26.2,0,1,1,1,0
2024-04-01,23:32,2024,4,1,23,32,0,0,28.3,0,0,1,0,1
2024-04-02,03:04,2024,4,2,3,4,1,0,29.6,0,0,1,0,1
2024-04-02,03:18,2024,4,2,3,18,1,0,28.3,0,0,1,0,1
2024-04-02,06:04,2024,4,2,6,4,1,0,26.9,0,0,1,0,0
2024-04-02,07:09,2024,4,2,7,9,1,0,27.1,0,0,0,0,1
2024-04-02,07:17,2024,4,2,7,17,1,0,27.5,0,0,0,0,1
2024-04-02,10:03,2024,4,2,10,3,1,0,27.3,0,1,0,0,0
2024-04-02,10:52,2024,4,2,10,52,1,0,30.2,0,1,0,0,1
2024-04-02,13:10,2024,4,2,13,10,1,0,26.2,0,1,0,0,1
2024-04-02,14:44,2024,4,2,14,44,1,0,25.7,0,1,0,0,1
2024-04-02,20:32,2024,4,2,20,32,1,0,27.4,0,1,1,1,1
2024-04-02,20:38,2024,4,2,20,38,1,0,28.9,0,1,1,1,1
2024-04-02,22:20,2024,4,2,22,20,1,0,27.9,0,1,1,0,0
2024-04-02,22:30,2024,4,2,22,30,1,0,27.4,0,1,1,1,0
2024-04-03,01:47,2024,4,3,1,47,2,0,28.1,0,0,1,0,0
2024-04-03,05:01,2024,4,3,5,1,2,0,27.8,0,0,0,0,1
2024-04-03,08:01,2024,4,3,8,1,2,0,29.0,0,0,0,0,0
2024-04-03,12:21,2024,4,3,12,21,2,0,28.3,0,1,0,0,1
2024-04-03,18:04,2024,4,3,18,4,2,0,30.1,0,1,1,0,0
2024-04-03,18:56,2024,4,3,18,56,2,0,28.3,0,1,1,0,1
2024-04-03,20:17,2024,4,3,20,17,2,0,27.4,0,1,1,1,0
2024-04-03,20:30,2024,4,3,20,30,2,0,27.6,0,1,1,1,1
2024-04-04,00:17,2024,4,4,0,17,3,0,29.2,0,0,1,1,1
2024-04-04,00:42,2024,4,4,0,42,3,0,27.5,0,0,1,1,1
2024-04-04,01:56,2024,4,4,1,56,3,0,25.9,0,0,1,0,0
2024-04-04,02:24,2024,4,4,2,24,3,0,29.8,0,0,1,0,1
2024-04-04,04:01,2024,4,4,4,1,3,0,27.7,0,0,1,0,0
2024-04-04,04:11,2024,4,4,4,11,3,0,27.2,0,0,1,0,1
2024-04-04,04:55,2024,4,4,4,55,3,0,29.8,0,0,0,0,1
2024-04-04,06:01,2024,4,4,6,1,3,0,29.9,0,0,1,0,0
2024-04-04,09:06,2024,4,4,9,6,3,0,30.1,0,1,0,0,1
2024-04-04,12:34,2024,4,4,12,34,3,0,31.4,0,1,0,0,1
2024-04-04,13:53,2024,4,4,13,53,3,0,29.4,0,1,0,0,0
2024-04-04,14:09,2024,4,4,14,9,3,0,27.0,0,1,1,0,0
2024-04-04,14:14,2024,4,4,14,14,3,0,29.0,0,1,0,0,0
2024-04-04,15:43,2024,4,4,15,43,3,0,28.4,0,1,0,0,1
2024-04-04,17:00,2024,4,4,17,0,3,0,26.7,0,1,0,0,1
2024-04-04,18:15,2024,4,4,18,15,3,0,27.2,0,1,1,0,0
2024-04-05,01:52,2024,4,5,1,52,4,0,28.0,0,0,1,0,0
2024-04-05,03:11,2024,4,5,3,11,4,0,26.8,0,0,1,0,1
2024-04-05,03:47,2024,4,5,3,47,4,0,28.6,0,0,0,0,0
2024-04-05,05:14,2024,4,5,5,14,4,0,25.3,0,0,1,0,1
2024-04-05,06:54,2024,4,5,6,54,4,0,27.0,0,0,1,0,1
2024-04-05,12:06,2024,4,5,12,6,4,0,28.1,0,1,0,0,0
2024-04-05,13:45,2024,4,5,13,45,4,0,27.0,0,1,0,0,1
2024-04-05,18:17,2024,4,5,18,17,4,0,29.6,0,1,1,0,0
2024-04-05,21:41,2024,4,5,21,41,4,0,28.4,0,1,1,1,1
2024-04-05,22:02,2024,4,5,22,2,4,0,27.2,0,1,1,1,1
2024-04-05,23:26,2024,4,5,23,26,4,0,29.4,0,0,1,1,1
2024-04-06,00:39,2024,4,6,0,39,5,1,25.5,0,0,1,1,1
2024-04-06,02:16,2024,4,6,2,16,5,1,26.3,0,0,1,0,1
2024-04-06,05:58,2024,4,6,5,58,5,1,27.9,0,0,1,0,0
2024-04-06,06:43,2024,4,6,6,43,5,1,23.9,0,0,1,0,1
2024-04-06,07:24,2024,4,6,7,24,5,1,30.5,0,0,0,0,1
2024-04-06,07:48,2024,4,6,7,48,5,1,27.5,0,0,0,0,0
2024-04-06,08:43,2024,4,6,8,43,5,1,29.5,0,0,1,1,1
2024-04-06,10:09,2024,4,6,10,9,5,1,30.1,0,1,0,0,0
2024-04-06,10:59,2024,4,6,10,59,5,1,28.7,0,1,0,0,1
2024-04-06,12:21,2024,4,6,12,21,5,1,29.2,0,1,0,0,1
2024-04-06,12:33,2024,4,6,12,33,5,1,29.7,0,1,0,0,1
2024-04-06,13:16,2024,4,6,13,16,5,1,27.6,0,1,0,1,1
2024-04-06,16:38,2024,4,6,16,38,5,1,27.2,0,1,0,1,1
2024-04-06,16:49,2024,4,6,16,49,5,1,28.8,0,1,0,1,1
2024-04-06,17:09,2024,4,6,17,9,5,1,27.9,0,1,0,0,1
2024-04-06,20:09,2024,4,6,20,9,5,1,25.8,0,1,1,1,0
2024-04-06,21:05,2024,4,6,21,5,5,1,27.6,0,1,1,1,1
2024-04-06,21:43,2024,4,6,21,43,5,1,26.3,0,1,1,1,1
2024-04-06,22:38,2024,4,6,22,38,5,1,25.3,0,1,1,1,1
2024-04-07,01:16,2024,4,7,1,16,6,1,27.8,0,0,1,0,1
2024-04-07,01:30,2024,4,7,1,30,6,1,26.3,0,0,1,0,1
2024-04-07,02:59,2024,4,7,2,59,6,1,27.4,0,0,1,0,1
2024-04-07,03:21,2024,4,7,3,21,6,1,25.0,0,0,1,0,1
2024-04-07,03:22,2024,4,7,3,22,6,1,29.2,0,0,1,0,1
2024-04-07,08:24,2024,4,7,8,24,6,1,27.8,0,0,0,0,1
2024-04-07,08:54,2024,4,7,8,54,6,1,30.2,0,0,0,0,1
2024-04-07,12:04,2024,4,7,12,4,6,1,26.2,0,1,0,0,0
2024-04-07,14:57,2024,4,7,14,57,6,1,25.9,0,1,0,1,1
2024-04-07,16:24,2024,4,7,16,24,6,1,27.4,0,1,0,1,1
2024-04-07,17:48,2024,4,7,17,48,6,1,28.7,0,1,1,1,1
2024-04-07,18:40,2024,4,7,18,40,6,1,31.1,0,1,1,1,1
2024-04-08,05:11,2024,4,8,5,11,0,0,29.3,0,0,1,0,1
2024-04-08,05:19,2024,4,8,5,19,0,0,30.2,0,0,1,0,1
2024-04-08,06:26,2024,4,8,6,26,0,0,28.8,0,0,0,0,1
2024-04-08,07:47,2024,4,8,7,47,0,0,28.4,0,0,0,0,0
2024-04-08,09:06,2024,4,8,9,6,0,0,26.8,0,1,0,0,1
2024-04-08,11:21,2024,4,8,11,21,0,0,28.3,0,1,0,0,1
2024-04-08,12:07,2024,4,8,12,7,0,0,28.7,0,1,0,0,0
2024-04-08,12:46,2024,4,8,12,46,0,0,27.2,0,1,0,0,1
2024-04-08,14:12,2024,4,8,14,12,0,0,27.7,0,1,0,0,0
2024-04-08,14:38,2024,4,8,14,38,0,0,29.1,0,1,0,0,1
2024-04-08,16:53,2024,4,8,16,53,0,0,29.3,0,1,0,0,1
2024-04-08,17:39,2024,4,8,17,39,0,0,26.7,0,1,1,0,1
2024-04-08,19:39,2024,4,8,19,39,0,0,25.9,0,1,1,0,1
2024-04-08,21:57,2024,4,8,21,57,0,0,28.3,0,1,1,1,1
2024-04-09,08:22,2024,4,9,8,22,1,0,27.3,0,0,0,0,1
2024-04-09,09:27,2024,4,9,9,27,1,0,25.7,0,1,0,0,1
2024-04-09,10:57,2024,4,9,10,57,1,0,29.6,0,1,0,0,1
2024-04-09,11:40,2024,4,9,11,40,1,0,28.8,0,1,0,0,1
2024-04-09,16:57,2024,4,9,16,57,1,0,28.8,0,1,0,0,1
2024-04-09,18:12,2024,4,9,18,12,1,0,28.5,0,1,1,0,0
2024-04-09,21:12,2024,4,9,21,12,1,0,28.0,0,1,1,1,1
2024-04-09,22:06,2024,4,9,22,6,1,0,27.0,0,1,1,1,0
2024-04-09,23:01,2024,4,9,23,1,1,0,26.5,0,0,1,1,1
2024-04-10,00:14,2024,4,10,0,14,2,0,29.6,0,0,1,1,1
2024-04-10,01:20,2024,4,10,1,20,2,0,30.0,0,0,1,0,1
2024-04-10,02:31,2024,4,10,2,31,2,0,27.9,0,0,1,0,1
2024-04-10,03:40,2024,4,10,3,40,2,0,26.7,0,0,1,0,0
2024-04-10,06:48,2024,4,10,6,48,2,0,27.4,0,0,1,0,1
2024-04-10,08:10,2024,4,10,8,10,2,0,29.9,0,0,0,0,0
2024-04-10,10:20,2024,4,10,10,20,2,0,29.3,0,1,0,0,1
2024-04-10,11:18,2024,4,10,11,18,2,0,24.9,0,1,0,0,1
2024-04-10,11:39,2024,4,10,11,39,2,0,26.1,0,1,1,0,1
2024-04-10,13:26,2024,4,10,13,26,2,0,27.9,0,1,0,0,1
2024-04-10,14:31,2024,4,10,14,31,2,0,29.5,0,1,0,0,1
2024-04-10,17:58,2024,4,10,17,58,2,0,28.5,0,1,1,0,1
2024-04-10,20:33,2024,4,10,20,33,2,0,26.0,0,1,1,1,1
2024-04-10,22:57,2024,4,10,22,57,2,0,26.3,0,1,1,1,1
2024-04-10,22:58,2024,4,10,22,58,2,0,28.3,0,1,1,1,1
2024-04-10,23:50,2024,4,10,23,50,2,0,28.7,0,0,1,0,1
2024-04-11,00:30,2024,4,11,0,30,3,0,28.3,0,0,1,1,1
2024-04-11,02:06,2024,4,11,2,6,3,0,27.0,0,0,1,0,1
2024-04-11,02:07,2024,4,11,2,7,3,0,26.4,0,0,1,0,1
2024-04-11,04:05,2024,4,11,4,5,3,0,27.3,0,0,1,0,0
2024-04-11,07:59,2024,4,11,7,59,3,0,29.3,0,0,0,0,0
2024-04-11,18:28,2024,4,11,18,28,3,0,30.2,0,1,1,0,1
2024-04-11,22:18,2024,4,11,22,18,3,0,26.3,0,1,0,1,0
2024-04-12,00:23,2024,4,12,0,23,4,0,29.8,0,0,1,1,1
2024-04-12,00:48,2024,4,12,0,48,4,0,27.0,0,0,1,1,1
2024-04-12,00:56,2024,4,12,0,56,4,0,30.3,0,0,1,1,1
2024-04-12,01:14,2024,4,12,1,14,4,0,29.0,0,0,1,0,1
2024-04-12,02:20,2024,4,12,2,20,4,0,27.4,0,0,1,0,1
2024-04-12,02:44,2024,4,12,2,44,4,0,27.1,0,0,1,0,1
2024-04-12,03:02,2024,4,12,3,2,4,0,31.2,0,0,1,0,1
2024-04-12,03:06,2024,4,12,3,6,4,0,26.4,0,0,1,0,1
2024-04-12,03:49,2024,4,12,3,49,4,0,28.6,0,0,1,1,0
2024-04-12,03:58,2024,4,12,3,58,4,0,28.1,0,0,1,0,0
2024-04-12,05:20,2024,4,12,5,20,4,0,29.8,0,0,1,0,1
2024-04-12,07:41,2024,4,12,7,41,4,0,25.8,0,0,0,0,1
2024-04-12,10:42,2024,4,12,10,42,4,0,27.2,0,1,0,0,1
2024-04-12,16:31,2024,4,12,16,31,4,0,26.3,0,1,0,0,1
2024-04-12,23:05,2024,4,12,23,5,4,0,27.7,0,0,1,1,1
2024-04-13,00:33,2024,4,13,0,33,5,1,28.6,0,0,1,1,1
2024-04-13,00:46,2024,4,13,0,46,5,1,27.5,0,0,1,1,1
2024-04-13,01:53,2024,4,13,1,53,5,1,28.7,0,0,1,0,0
2024-04-13,02:02,2024,4,13,2,2,5,1,26.9,0,0,1,0,0
2024-04-13,02:59,2024,4,13,2,59,5,1,29.3,0,0,1,0,1
2024-04-13,04:47,2024,4,13,4,47,5,1,29.6,0,0,1,0,1
2024-04-13,05:16,2024,4,13,5,16,5,1,29.4,0,0,1,0,1
2024-04-13,07:37,2024,4,13,7,37,5,1,26.6,0,0,0,0,1
2024-04-13,07:47,2024,4,13,7,47,5,1,28.7,0,0,0,0,0
2024-04-13,10:14,2024,4,13,10,14,5,1,27.4,0,1,0,0,0
2024-04-13,11:05,2024,4,13,11,5,5,1,27.3,0,1,0,0,1
2024-04-13,15:16,2024,4,13,15,16,5,1,27.6,0,1,0,1,1
2024-04-13,15:37,2024,4,13,15,37,5,1,27.4,0,1,0,1,1
2024-04-13,20:46,2024,4,13,20,46,5,1,27.1,0,1,1,1,1
2024-04-13,22:25,2024,4,13,22,25,5,1,26.2,0,1,0,1,0
2024-04-14,01:23,2024,4,14,1,23,6,1,25.3,0,0,1,0,1
2024-04-14,03:43,2024,4,14,3,43,6,1,27.6,0,0,1,0,0
2024-04-14,06:12,2024,4,14,6,12,6,1,27.9,0,0,1,0,1
2024-04-14,06:22,2024,4,14,6,22,6,1,26.9,0,0,1,0,1
2024-04-14,06:26,2024,4,14,6,26,6,1,28.6,0,0,1,0,1
2024-04-14,07:07,2024,4,14,7,7,6,1,28.3,0,0,0,0,1
2024-04-14,11:07,2024,4,14,11,7,6,1,29.2,0,1,0,0,1
2024-04-14,11:30,2024,4,14,11,30,6,1,29.4,0,1,0,0,1
2024-04-14,12:08,2024,4,14,12,8,6,1,23.2,0,1,0,0,0
2024-04-14,12:23,2024,4,14,12,23,6,1,28.6,0,1,0,0,1
2024-04-14,13:06,2024,4,14,13,6,6,1,28.7,0,1,0,1,1
2024-04-14,14:18,2024,4,14,14,18,6,1,27.2,0,1,1,1,0
2024-04-14,16:46,2024,4,14,16,46,6,1,29.4,0,1,0,1,1
2024-04-14,17:41,2024,4,14,17,41,6,1,27.3,0,1,1,1,1
2024-04-14,17:55,2024,4,14,17,55,6,1,27.7,0,1,1,1,1
2024-04-14,21:44,2024,4,14,21,44,6,1,26.5,0,1,1,1,1
2024-04-15,00:40,2024,4,15,0,40,0,0,29.4,0,0,1,1,1
2024-04-15,00:50,2024,4,15,0,50,0,0,29.6,0,0,1,1,1
2024-04-15,03:23,2024,4,15,3,23,0,0,26.6,0,0,1,0,1
2024-04-15,04:19,2024,4,15,4,19,0,0,28.1,0,0,1,0,1
2024-04-15,06:05,2024,4,15,6,5,0,0,28.6,0,0,1,0,0
2024-04-15,06:46,2024,4,15,6,46,0,0,28.2,0,0,1,0,1
2024-04-15,07:49,2024,4,15,7,49,0,0,29.9,0,0,0,0,0
2024-04-15,08:48,2024,4,15,8,48,0,0,29.9,0,0,0,0,1
2024-04-15,10:07,2024,4,15,10,7,0,0,28.7,0,1,0,0,0
2024-04-15,10:17,2024,4,15,10,17,0,0,29.7,0,1,0,0,1
2024-04-15,10:48,2024,4,15,10,48,0,0,27.8,0,1,0,0,1
2024-04-15,12:50,2024,4,15,12,50,0,0,31.5,0,1,1,0,1
2024-04-15,13:34,2024,4,15,13,34,0,0,29.8,0,1,0,0,1
2024-04-15,14:06,2024,4,15,14,6,0,0,25.5,0,1,0,0,0
2024-04-15,15:12,2024,4,15,15,12,0,0,30.4,0,1,0,0,1
2024-04-15,17:24,2024,4,15,17,24,0,0,28.9,0,1,0,0,1
2024-04-15,19:06,2024,4,15,19,6,0,0,29.3,0,1,1,0,1
2024-04-15,19:57,2024,4,15,19,57,0,0,26.0,0,1,1,0,1
2024-04-15,20:37,2024,4,15,20,37,0,0,27.6,0,1,1,1,1
2024-04-15,23:39,2024,4,15,23,39,0,0,31.2,0,0,1,0,1
2024-04-16,02:18,2024,4,16,2,18,1,0,26.4,0,0,1,0,1
2024-04-16,02:32,2024,4,16,2,32,1,0,27.5,0,0,1,0,1
2024-04-16,04:42,2024,4,16,4,42,1,0,27.6,0,0,1,0,1
2024-04-16,05:31,2024,4,16,5,31,1,0,23.1,0,0,1,0,1
2024-04-16,06:50,2024,4,16,6,50,1,0,27.0,0,0,1,0,1
2024-04-16,08:37,2024,4,16,8,37,1,0,25.9,0,0,0,0,1
2024-04-16,11:12,2024,4,16,11,12,1,0,29.9,0,1,0,0,1
2024-04-16,12:51,2024,4,16,12,51,1,0,27.4,0,1,0,0,1
2024-04-16,18:03,2024,4,16,18,3,1,0,26.6,0,1,1,0,0
2024-04-16,21:36,2024,4,16,21,36,1,0,26.2,0,1,1,1,1
2024-04-16,21:52,2024,4,16,21,52,1,0,27.4,0,1,1,1,1
2024-04-17,01:53,2024,4,17,1,53,2,0,31.0,0,0,1,0,0
2024-04-17,03:53,2024,4,17,3,53,2,0,28.0,0,0,1,0,0
2024-04-17,04:39,2024,4,17,4,39,2,0,27.8,0,0,1,0,1
2024-04-17,05:40,2024,4,17,5,40,2,0,28.9,0,0,1,0,1
2024-04-17,05:44,2024,4,17,5,44,2,0,28.0,0,0,0,0,0
2024-04-17,08:03,2024,4,17,8,3,2,0,27.8,0,0,0,0,0
2024-04-17,10:28,2024,4,17,10,28,2,0,29.8,0,1,0,0,1
2024-04-17,14:07,2024,4,17,14,7,2,0,29.0,0,1,0,0,0
2024-04-17,16:31,2024,4,17,16,31,2,0,27.9,0,1,0,0,1
2024-04-17,16:52,2024,4,17,16,52,2,0,26.9,0,1,0,0,1
2024-04-17,17:09,2024,4,17,17,9,2,0,30.1,0,1,0,0,1
2024-04-17,18:03,2024,4,17,18,3,2,0,25.7,0,1,1,0,0
2024-04-17,18:10,2024,4,17,18,10,2,0,26.3,0,1,1,0,0
2024-04-17,19:03,2024,4,17,19,3,2,0,27.7,0,1,1,0,1
2024-04-17,19:17,2024,4,17,19,17,2,0,27.5,0,1,1,0,1
2024-04-18,01:41,2024,4,18,1,41,3,0,26.6,0,0,1,0,0
2024-04-18,02:25,2024,4,18,2,25,3,0,26.1,0,0,1,0,1
2024-04-18,03:09,2024,4,18,3,9,3,0,25.3,0,0,1,0,1
2024-04-18,05:00,2024,4,18,5,0,3,0,27.9,0,0,1,0,1
2024-04-18,06:46,2024,4,18,6,46,3,0,28.0,0,0,1,0,1
2024-04-18,09:29,2024,4,18,9,29,3,0,25.5,0,1,0,0,1
2024-04-18,10:00,2024,4,18,10,0,3,0,28.5,0,1,0,0,0
2024-04-18,11:28,2024,4,18,11,28,3,0,26.6,0,1,0,0,1
2024-04-18,13:07,2024,4,18,13,7,3,0,26.6,0,1,0,0,1
2024-04-18,15:33,2024,4,18,15,33,3,0,27.1,0,1,0,0,1
2024-04-18,17:32,2024,4,18,17,32,3,0,27.8,0,1,1,0,1
2024-04-18,19:27,2024,4,18,19,27,3,0,28.1,0,1,1,0,1
2024-04-18,19:32,2024,4,18,19,32,3,0,27.6,0,1,1,0,1
2024-04-18,19:49,2024,4,18,19,49,3,0,27.2,0,1,1,0,1
2024-04-18,22:33,2024,4,18,22,33,3,0,24.4,0,1,1,1,1
2024-04-19,04:40,2024,4,19,4,40,4,0,25.9,0,0,1,0,1
2024-04-19,05:08,2024,4,19,5,8,4,0,30.5,0,0,1,0,1
2024-04-19,08:18,2024,4,19,8,18,4,0,25.2,0,0,0,0,1
2024-04-19,09:27,2024,4,19,9,27,4,0,26.8,0,1,0,0,1
2024-04-19,10:07,2024,4,19,10,7,4,0,29.3,0,1,0,0,0
2024-04-19,10:32,2024,4,19,10,32,4,0,26.7,0,1,0,1,1
2024-04-19,11:16,2024,4,19,11,16,4,0,26.3,0,1,0,0,1
2024-04-19,14:42,2024,4,19,14,42,4,0,27.0,0,1,0,0,1
2024-04-19,15:00,2024,4,19,15,0,4,0,26.8,0,1,0,0,1
2024-04-19,15:17,2024,4,19,15,17,4,0,27.1,0,1,0,0,1
2024-04-19,15:47,2024,4,19,15,47,4,0,27.4,0,1,0,0,1
2024-04-19,16:43,2024,4,19,16,43,4,0,27.3,0,1,0,0,1
2024-04-19,16:50,2024,4,19,16,50,4,0,28.6,0,1,0,0,1
2024-04-19,17:30,2024,4,19,17,30,4,0,27.1,0,1,1,0,1
2024-04-19,19:39,2024,4,19,19,39,4,0,24.9,0,1,1,0,1
2024-04-19,22:54,2024,4,19,22,54,4,0,30.0,0,1,1,1,1
2024-04-19,23:30,2024,4,19,23,30,4,0,29.1,0,0,1,1,1
2024-04-19,23:37,2024,4,19,23,37,4,0,28.3,0,0,1,0,1
2024-04-20,00:58,2024,4,20,0,58,5,1,27.0,0,0,1,1,1
2024-04-20,02:07,2024,4,20,2,7,5,1,28.4,0,0,1,0,1
2024-04-20,03:16,2024,4,20,3,16,5,1,28.4,0,0,1,0,1
2024-04-20,05:15,2024,4,20,5,15,5,1,29.1,0,0,1,0,1
2024-04-20,05:38,2024,4,20,5,38,5,1,28.6,0,0,1,0,1
2024-04-20,11:40,2024,4,20,11,40,5,1,32.0,0,1,0,0,1
2024-04-20,15:58,2024,4,20,15,58,5,1,26.7,0,1,0,1,0
2024-04-20,16:56,2024,4,20,16,56,5,1,26.6,0,1,0,0,1
2024-04-20,16:57,2024,4,20,16,57,5,1,30.4,0,1,0,1,1
2024-04-20,18:23,2024,4,20,18,23,5,1,27.2,0,1,1,1,0
2024-04-20,19:24,2024,4,20,19,24,5,1,25.3,0,1,1,1,1
2024-04-20,21:16,2024,4,20,21,16,5,1,30.3,0,1,1,1,1
2024-04-20,21:27,2024,4,20,21,27,5,1,28.6,0,1,1,1,1
2024-04-20,21:28,2024,4,20,21,28,5,1,31.1,0,1,1,1,1
2024-04-20,23:10,2024,4,20,23,10,5,1,27.7,0,0,1,1,1
2024-04-21,00:36,2024,4,21,0,36,6,1,29.1,0,0,1,1,1
2024-04-21,04:09,2024,4,21,4,9,6,1,27.5,0,0,1,0,1
2024-04-21,05:35,2024,4,21,5,35,6,1,26.2,0,0,1,0,1
2024-04-21,07:02,2024,4,21,7,2,6,1,28.0,0,0,0,0,1
2024-04-21,08:52,2024,4,21,8,52,6,1,26.7,0,0,0,0,1
2024-04-21,13:41,2024,4,21,13,41,6,1,26.5,0,1,0,1,1
2024-04-21,17:50,2024,4,21,17,50,6,1,26.7,0,1,1,1,1
2024-04-21,18:02,2024,4,21,18,2,6,1,28.3,0,1,1,1,0
2024-04-21,20:09,2024,4,21,20,9,6,1,26.3,0,1,1,1,0
2024-04-21,22:50,2024,4,21,22,50,6,1,28.8,0,1,1,1,1
2024-04-21,23:09,2024,4,21,23,9,6,1,26.8,0,0,1,1,1
2024-04-21,23:59,2024,4,21,23,59,6,1,27.6,0,0,1,0,1
2024-04-22,00:12,2024,4,22,0,12,0,0,30.0,0,0,1,1,1
2024-04-22,02:29,2024,4,22,2,29,0,0,28.9,0,0,0,0,1
2024-04-22,05:55,2024,4,22,5,55,0,0,28.6,0,0,1,1,0
2024-04-22,07:11,2024,4,22,7,11,0,0,30.6,0,0,0,0,1
2024-04-22,07:16,2024,4,22,7,16,0,0,27.7,0,0,0,0,1
2024-04-22,08:19,2024,4,22,8,19,0,0,25.5,0,0,0,0,1
2024-04-22,10:26,2024,4,22,10,26,0,0,28.3,0,1,0,0,1
2024-04-22,10:32,2024,4,22,10,32,0,0,27.6,0,1,0,0,1
2024-04-22,11:20,2024,4,22,11,20,0,0,31.9,0,1,0,0,1
2024-04-22,12:05,2024,4,22,12,5,0,0,27.1,0,1,0,0,0
2024-04-22,12:13,2024,4,22,12,13,0,0,27.4,0,1,0,0,0
2024-04-22,14:04,2024,4,22,14,4,0,0,26.6,0,1,0,0,0
2024-04-22,14:05,2024,4,22,14,5,0,0,29.1,0,1,1,0,0
2024-04-22,14:50,2024,4,22,14,50,0,0,28.2,0,1,0,0,1
2024-04-22,15:03,2024,4,22,15,3,0,0,27.6,0,1,0,0,1
2024-04-22,17:51,2024,4,22,17,51,0,0,26.4,0,1,1,0,1
2024-04-22,23:03,2024,4,22,23,3,0,0,26.2,0,0,1,1,1
2024-04-23,03:44,2024,4,23,3,44,1,0,29.4,0,0,1,0,0
2024-04-23,05:25,2024,4,23,5,25,1,0,28.0,0,0,1,0,1
2024-04-23,06:15,2024,4,23,6,15,1,0,26.4,0,0,1,1,1
2024-04-23,06:51,2024,4,23,6,51,1,0,27.3,0,0,1,0,1
2024-04-23,07:14,2024,4,23,7,14,1,0,28.2,0,0,0,0,1
2024-04-23,07:57,2024,4,23,7,57,1,0,27.1,0,0,0,0,0
2024-04-23,15:10,2024,4,23,15,10,1,0,29.0,0,1,0,0,1
2024-04-23,15:21,2024,4,23,15,21,1,0,27.9,0,1,0,0,1
2024-04-23,18:04,2024,4,23,18,4,1,0,26.0,0,1,0,0,0
2024-04-23,20:03,2024,4,23,20,3,1,0,26.5,0,1,1,1,0
